"day","floor","zone","time","max","mean","grFlZone"
"1","1","5","03:00:00",1.54861560460552,0.438080638861266,"F:1-Z:5"
"1","1","5","04:00:00",0.248358220173546,0.0471961447263333,"F:1-Z:5"
"1","1","5","05:00:00",0.211242400615348,0.034326575944643,"F:1-Z:5"
"1","1","5","06:00:00",0.122434070859418,0.0342414369293506,"F:1-Z:5"
"1","1","5","07:00:00",0.353442928331388,0.0502653686312886,"F:1-Z:5"
"1","1","5","08:00:00",0.181092666459545,0.0271327232179548,"F:1-Z:5"
"1","1","5","09:00:00",0.146539353089103,0.0235315617701994,"F:1-Z:5"
"1","1","5","10:00:00",0.127389323992232,0.0193582499950958,"F:1-Z:5"
"1","1","5","11:00:00",0.166938297127075,0.0215000697642718,"F:1-Z:5"
"1","1","5","12:00:00",0.0828446910929871,0.0155486557588497,"F:1-Z:5"
"1","1","5","13:00:00",1.02604800207857,0.363842633912648,"F:1-Z:5"
"1","1","5","14:00:00",0.0354193077469884,0.00732079783755676,"F:1-Z:5"
"1","1","5","15:00:00",0.0183331742900448,0.00494951824168741,"F:1-Z:5"
"1","1","5","16:00:00",0.0349631315753184,0.00704661828134143,"F:1-Z:5"
"1","1","5","17:00:00",0.0439201754286941,0.0100075190553198,"F:1-Z:5"
"1","1","5","18:00:00",0.0487632605244212,0.0115651027254009,"F:1-Z:5"
"1","1","5","19:00:00",0.0495402926636455,0.0120415466123478,"F:1-Z:5"
"1","1","5","20:00:00",0.0509973600949292,0.0120930181543979,"F:1-Z:5"
"1","1","5","21:00:00",0.0724370665838181,0.0139539424518582,"F:1-Z:5"
"1","1","5","22:00:00",0.0346265430643647,0.010826930922356,"F:1-Z:5"
"1","1","5","23:00:00",0.0248845911656636,0.00469999762926696,"F:1-Z:5"
"1","1","7","00:00:00",1.42034111944217,0.462861176444188,"F:1-Z:7"
"1","1","7","01:00:00",0.421851396685133,0.0958893607331368,"F:1-Z:7"
"1","1","7","02:00:00",1.45480021973218,0.308294157950686,"F:1-Z:7"
"1","1","7","03:00:00",0.105094077012985,0.0126416970029104,"F:1-Z:7"
"1","1","7","04:00:00",0.209800701502299,0.0358284836260178,"F:1-Z:7"
"1","1","7","05:00:00",0.176457233023399,0.0471882704337489,"F:1-Z:7"
"1","1","7","06:00:00",0.0357505055167428,0.00643219854295011,"F:1-Z:7"
"1","1","7","07:00:00",0.969866813154789,0.238595994764229,"F:1-Z:7"
"1","1","7","08:00:00",0.0939112106220684,0.0220156411486083,"F:1-Z:7"
"1","1","7","09:00:00",0.969866813154788,0.23026156165979,"F:1-Z:7"
"1","1","7","10:00:00",0.0861496344152278,0.0190254415619709,"F:1-Z:7"
"1","1","7","11:00:00",0.0666198285041681,0.0174190241458333,"F:1-Z:7"
"1","1","7","12:00:00",0.0879239622797214,0.024598472084959,"F:1-Z:7"
"1","1","7","13:00:00",0.131328958604298,0.0320422108282914,"F:1-Z:7"
"1","1","7","14:00:00",0.969866813154788,0.245146795878144,"F:1-Z:7"
"1","1","7","15:00:00",0.141716341687085,0.0340321252337785,"F:1-Z:7"
"1","1","7","16:00:00",0.447584227927793,0.114758980758935,"F:1-Z:7"
"1","1","7","17:00:00",0.969866813154789,0.253380285002202,"F:1-Z:7"
"1","1","7","18:00:00",0.056819963460937,0.0131369341275471,"F:1-Z:7"
"1","1","7","19:00:00",0.969866813154788,0.232030723123286,"F:1-Z:7"
"1","1","7","20:00:00",0.969866813154788,0.205100912252697,"F:1-Z:7"
"1","1","7","21:00:00",0.0501568155175791,0.0065869354323943,"F:1-Z:7"
"1","1","7","22:00:00",0.969866813154788,0.226624052976375,"F:1-Z:7"
"1","1","7","23:00:00",0.484933406577393,0.11363871113451,"F:1-Z:7"
"1","1","8","00:00:00",2.60582327658716,0.361219398680938,"F:1-Z:8"
"1","1","8","01:00:00",0.772100068420547,0.152732690525336,"F:1-Z:8"
"1","1","8","02:00:00",0.448114116417875,0.0478733496878056,"F:1-Z:8"
"1","1","8","03:00:00",0.321823771072492,0.0344588184031481,"F:1-Z:8"
"1","1","8","04:00:00",0.383990991276745,0.0656905907372689,"F:1-Z:8"
"1","1","8","05:00:00",0.554128561726127,0.113765059385884,"F:1-Z:8"
"1","1","8","06:00:00",0.409083420533721,0.0415108280925595,"F:1-Z:8"
"1","1","8","07:00:00",0.159431846331501,0.0199305745343042,"F:1-Z:8"
"1","1","8","08:00:00",0.179378806337116,0.0213610094229534,"F:1-Z:8"
"1","1","8","09:00:00",0.143254720093274,0.0168433447276312,"F:1-Z:8"
"1","1","8","10:00:00",0.153847540120505,0.0183876582731337,"F:1-Z:8"
"1","1","8","11:00:00",0.339144381800337,0.0279061162080911,"F:1-Z:8"
"1","1","8","12:00:00",0.317058182478902,0.0311093115907276,"F:1-Z:8"
"1","1","8","13:00:00",0.170906091317003,0.0232713839553954,"F:1-Z:8"
"1","1","8","14:00:00",0.18437954747466,0.0186883445138583,"F:1-Z:8"
"1","1","8","15:00:00",0.175530933477162,0.0177080605695301,"F:1-Z:8"
"1","1","8","16:00:00",0.145191634681232,0.0184479533832546,"F:1-Z:8"
"1","1","8","17:00:00",0.137821967499183,0.0219433407277297,"F:1-Z:8"
"1","1","8","18:00:00",0.144421656718612,0.0225602876959676,"F:1-Z:8"
"1","1","8","19:00:00",0.136204875484443,0.0215630357419423,"F:1-Z:8"
"1","1","8","20:00:00",0.147120460577883,0.0219424602104163,"F:1-Z:8"
"1","1","8","21:00:00",0.150311892110068,0.0227816678930056,"F:1-Z:8"
"1","1","8","22:00:00",0.22527309848392,0.0454126305590772,"F:1-Z:8"
"1","1","8","23:00:00",0.0894588023448285,0.00810111745799324,"F:1-Z:8"
"1","1","all","00:00:00",3.80661469623197,0.812798610412431,"F:1-Z:all"
"1","1","all","01:00:00",1.12839937323784,0.35365797998023,"F:1-Z:all"
"1","1","all","02:00:00",0.434766022199072,0.125634742807281,"F:1-Z:all"
"1","1","all","03:00:00",0.383767344288009,0.115975726509217,"F:1-Z:all"
"1","1","all","04:00:00",0.561175550459246,0.138278642793694,"F:1-Z:all"
"1","1","all","05:00:00",0.676644927363723,0.146864006191419,"F:1-Z:all"
"1","1","all","06:00:00",0.134153058970023,0.0656585779410538,"F:1-Z:all"
"1","1","all","07:00:00",0.155824067097638,0.051453329701786,"F:1-Z:all"
"1","1","all","08:00:00",0.162271359636031,0.0745900093110536,"F:1-Z:all"
"1","1","all","09:00:00",0.134244085035019,0.0580647414984316,"F:1-Z:all"
"1","1","all","10:00:00",0.169193506968902,0.0320899858508879,"F:1-Z:all"
"1","1","all","11:00:00",0.300130624803093,0.117576784671308,"F:1-Z:all"
"1","1","all","12:00:00",0.184029731155155,0.0524818402620038,"F:1-Z:all"
"1","1","all","13:00:00",0.32013439015785,0.0372721489052219,"F:1-Z:all"
"1","1","all","14:00:00",0.127097646325294,0.0475340757046978,"F:1-Z:all"
"1","1","all","15:00:00",0.237952412568294,0.0783221817011935,"F:1-Z:all"
"1","1","all","16:00:00",0.180735606589431,0.0698995786719566,"F:1-Z:all"
"1","1","all","17:00:00",0.0672031276271671,0.0286466962593776,"F:1-Z:all"
"1","1","all","18:00:00",0.0616048682424302,0.0248875535879427,"F:1-Z:all"
"1","1","all","19:00:00",0.0404379079633711,0.0189688386174231,"F:1-Z:all"
"1","1","all","20:00:00",0.056434935385594,0.0147204589802708,"F:1-Z:all"
"1","1","all","21:00:00",0.0963691698734831,0.0220852986001063,"F:1-Z:all"
"1","1","all","22:00:00",0.329212450326972,0.0739971728489016,"F:1-Z:all"
"1","1","all","23:00:00",0.0753766396650667,0.0158053048862651,"F:1-Z:all"
"1","2","1","00:00:00",0.156085849106825,0.0194927609825062,"F:2-Z:1"
"1","2","1","01:00:00",0.325294149806671,0.0406800317797504,"F:2-Z:1"
"1","2","1","02:00:00",0.280131650954694,0.0373019781107147,"F:2-Z:1"
"1","2","1","03:00:00",0.195053652642114,0.0296017639601486,"F:2-Z:1"
"1","2","1","04:00:00",0.132433075890718,0.0240155211187849,"F:2-Z:1"
"1","2","1","05:00:00",0.168662671827555,0.0249818758919317,"F:2-Z:1"
"1","2","1","06:00:00",0.177849047233563,0.0264806142386823,"F:2-Z:1"
"1","2","1","07:00:00",2.48417737169706,0.597773841025111,"F:2-Z:1"
"1","2","1","08:00:00",2.48417737169706,0.549183663561364,"F:2-Z:1"
"1","2","1","09:00:00",0.104590086560252,0.0242039014564514,"F:2-Z:1"
"1","2","1","10:00:00",0.04721229009921,0.0121173980941601,"F:2-Z:1"
"1","2","1","11:00:00",2.48417737169706,0.503446778730725,"F:2-Z:1"
"1","2","1","12:00:00",3.7262660575456,0.759515593342848,"F:2-Z:1"
"1","2","1","13:00:00",3.7262660575456,0.823387828398386,"F:2-Z:1"
"1","2","1","14:00:00",1.24208868584853,0.330039773128607,"F:2-Z:1"
"1","2","1","15:00:00",0.340336651012604,0.0808911799476131,"F:2-Z:1"
"1","2","1","16:00:00",2.48417737169706,0.543322577349726,"F:2-Z:1"
"1","2","1","17:00:00",4.34731040046986,0.894124663881902,"F:2-Z:1"
"1","2","1","18:00:00",0.253645578482822,0.0648030248205589,"F:2-Z:1"
"1","2","1","19:00:00",0.132102183798176,0.0405755570487887,"F:2-Z:1"
"1","2","1","20:00:00",0.231439232436656,0.033291921937119,"F:2-Z:1"
"1","2","1","21:00:00",0.322728436447894,0.0372612134449325,"F:2-Z:1"
"1","2","1","22:00:00",0.196410806040386,0.0222550204296645,"F:2-Z:1"
"1","2","1","23:00:00",0.190060913133144,0.0230472607490846,"F:2-Z:1"
"1","2","10","00:00:00",0.108837219679737,0.0149758779662036,"F:2-Z:10"
"1","2","10","01:00:00",0.116638232054212,0.0237832785158763,"F:2-Z:10"
"1","2","10","02:00:00",0.145767173385849,0.0274927565399046,"F:2-Z:10"
"1","2","10","03:00:00",0.179312338137537,0.0309098864338883,"F:2-Z:10"
"1","2","10","04:00:00",0.188226327537988,0.0314007839975869,"F:2-Z:10"
"1","2","10","05:00:00",0.193167879419967,0.0312669542039906,"F:2-Z:10"
"1","2","10","06:00:00",0.182572148056775,0.0289299384211615,"F:2-Z:10"
"1","2","10","07:00:00",3.43295111923836,0.771724398739073,"F:2-Z:10"
"1","2","10","08:00:00",0.0963745268892502,0.0270734988280698,"F:2-Z:10"
"1","2","10","09:00:00",0.0614305657790662,0.018814774226911,"F:2-Z:10"
"1","2","10","10:00:00",0.0534321356562853,0.0149741221799844,"F:2-Z:10"
"1","2","10","11:00:00",0.044577202943069,0.00672134455017777,"F:2-Z:10"
"1","2","10","12:00:00",0.0513997476742669,0.0130415574264275,"F:2-Z:10"
"1","2","10","13:00:00",0.0542844273906799,0.0130559661415016,"F:2-Z:10"
"1","2","10","14:00:00",0.0529076484351191,0.0122624116077893,"F:2-Z:10"
"1","2","10","15:00:00",0.0265193997039247,0.00720089509538826,"F:2-Z:10"
"1","2","10","16:00:00",0.083678629839954,0.0141775304010324,"F:2-Z:10"
"1","2","10","17:00:00",0.115542914462191,0.0171410301816483,"F:2-Z:10"
"1","2","10","18:00:00",0.0599156585344965,0.0125746615939512,"F:2-Z:10"
"1","2","10","19:00:00",0.858237779809589,0.183622516702478,"F:2-Z:10"
"1","2","10","20:00:00",2.57471333942877,0.57300957704833,"F:2-Z:10"
"1","2","10","21:00:00",0.0583492033547159,0.0161409315546752,"F:2-Z:10"
"1","2","10","22:00:00",0.0944054180590772,0.0202683151636896,"F:2-Z:10"
"1","2","10","23:00:00",1.71647555961918,0.382693006890677,"F:2-Z:10"
"1","2","11","00:00:00",0.125160149461221,0.0186709346900566,"F:2-Z:11"
"1","2","11","01:00:00",0.134965088588589,0.0212338548155651,"F:2-Z:11"
"1","2","11","02:00:00",0.142124250491108,0.0231012955634586,"F:2-Z:11"
"1","2","11","03:00:00",0.14591359894613,0.0288738395507723,"F:2-Z:11"
"1","2","11","04:00:00",0.153607721819953,0.0302594418650529,"F:2-Z:11"
"1","2","11","05:00:00",0.163629859041075,0.0306303301857903,"F:2-Z:11"
"1","2","11","06:00:00",0.159932360558672,0.0289758321368889,"F:2-Z:11"
"1","2","11","07:00:00",2.33008327256985,0.54867758965203,"F:2-Z:11"
"1","2","11","08:00:00",0.188371218376534,0.0219035782221786,"F:2-Z:11"
"1","2","11","09:00:00",2.33008327256985,0.501632304793358,"F:2-Z:11"
"1","2","11","10:00:00",0.0599427558728535,0.0101212698743086,"F:2-Z:11"
"1","2","11","11:00:00",0.160499538574666,0.0399368718119377,"F:2-Z:11"
"1","2","11","12:00:00",2.33008327256985,0.519837805705943,"F:2-Z:11"
"1","2","11","13:00:00",0.0732900591362947,0.0105068195378571,"F:2-Z:11"
"1","2","11","14:00:00",0.0912554519324529,0.0214374048332247,"F:2-Z:11"
"1","2","11","15:00:00",0.104196932472557,0.0213545669534175,"F:2-Z:11"
"1","2","11","16:00:00",0.121286217335331,0.0149497249359401,"F:2-Z:11"
"1","2","11","17:00:00",4.66016654513969,1.00710173713968,"F:2-Z:11"
"1","2","11","18:00:00",0.0634186974478734,0.0184682446484923,"F:2-Z:11"
"1","2","11","19:00:00",0.0841806716818679,0.0178212559651348,"F:2-Z:11"
"1","2","11","20:00:00",0.0816369651928807,0.0161410303218644,"F:2-Z:11"
"1","2","11","21:00:00",0.0599237095560967,0.0132473800007696,"F:2-Z:11"
"1","2","11","22:00:00",0.0478104581554109,0.0111366666048016,"F:2-Z:11"
"1","2","11","23:00:00",0.0481053270013072,0.00715139224462471,"F:2-Z:11"
"1","2","12","00:00:00",0.300879152833892,0.0604828171079348,"F:2-Z:12"
"1","2","12","01:00:00",0.283590106846331,0.0597316234675799,"F:2-Z:12"
"1","2","12","02:00:00",0.278614841813939,0.0577819008162275,"F:2-Z:12"
"1","2","12","03:00:00",0.275007774665455,0.0555489108674437,"F:2-Z:12"
"1","2","12","04:00:00",0.266757126820072,0.0570740133958023,"F:2-Z:12"
"1","2","12","05:00:00",0.302232628664966,0.0761964190714461,"F:2-Z:12"
"1","2","12","06:00:00",0.351850014406839,0.0875102185239287,"F:2-Z:12"
"1","2","12","07:00:00",0.238843085743787,0.0431638539778413,"F:2-Z:12"
"1","2","12","08:00:00",0.167231043183116,0.0399182407963961,"F:2-Z:12"
"1","2","12","09:00:00",0.167600896152491,0.0367359324013865,"F:2-Z:12"
"1","2","12","10:00:00",0.173694649173087,0.0339165453926461,"F:2-Z:12"
"1","2","12","11:00:00",0.170083239695703,0.0311499880809607,"F:2-Z:12"
"1","2","12","12:00:00",0.17062508457664,0.0270388095556173,"F:2-Z:12"
"1","2","12","13:00:00",0.160442137676262,0.0251707821364739,"F:2-Z:12"
"1","2","12","14:00:00",0.146455599862896,0.0168657629810175,"F:2-Z:12"
"1","2","12","15:00:00",0.165707366942534,0.0233853653291077,"F:2-Z:12"
"1","2","12","16:00:00",0.173084608855816,0.0132563870365003,"F:2-Z:12"
"1","2","12","17:00:00",0.167907906246816,0.0167662740586879,"F:2-Z:12"
"1","2","12","18:00:00",0.171430531915481,0.0225001059821717,"F:2-Z:12"
"1","2","12","19:00:00",0.132614916259243,0.0264025605931901,"F:2-Z:12"
"1","2","12","20:00:00",0.120193472850356,0.0221898926180823,"F:2-Z:12"
"1","2","12","21:00:00",0.117089267526453,0.0197700465526084,"F:2-Z:12"
"1","2","12","22:00:00",0.0809309778602393,0.0171036853041763,"F:2-Z:12"
"1","2","12","23:00:00",0.127799888943975,0.0236377671180888,"F:2-Z:12"
"1","2","14","00:00:00",0.120775377324291,0.0219022307408928,"F:2-Z:14"
"1","2","14","01:00:00",0.15711214923412,0.0270544633527367,"F:2-Z:14"
"1","2","14","02:00:00",0.185737521724311,0.0316687582269175,"F:2-Z:14"
"1","2","14","03:00:00",0.208235194517696,0.0393551541874705,"F:2-Z:14"
"1","2","14","04:00:00",0.225756395489722,0.0415918805660939,"F:2-Z:14"
"1","2","14","05:00:00",2.70440261068588,1.12258332923662,"F:2-Z:14"
"1","2","14","06:00:00",3.24989810443122,1.24206784899578,"F:2-Z:14"
"1","2","14","07:00:00",0.271343066976572,0.113770029671398,"F:2-Z:14"
"1","2","14","08:00:00",0.186392320648172,0.0191567999210715,"F:2-Z:14"
"1","2","14","09:00:00",0.192367741525475,0.0216592752494383,"F:2-Z:14"
"1","2","14","10:00:00",0.145072985764203,0.018993798227208,"F:2-Z:14"
"1","2","14","11:00:00",0.0765414258350321,0.0181110929338584,"F:2-Z:14"
"1","2","14","12:00:00",0.0467537738498389,0.0121207953537975,"F:2-Z:14"
"1","2","14","13:00:00",3.94337531815429,1.05741048673132,"F:2-Z:14"
"1","2","14","14:00:00",3.19901557416952,1.2490099990083,"F:2-Z:14"
"1","2","14","15:00:00",8.2647187585572,2.63727862072222,"F:2-Z:14"
"1","2","14","16:00:00",3.67320833713653,1.6490134322856,"F:2-Z:14"
"1","2","14","17:00:00",0.546043306822692,0.212451446325249,"F:2-Z:14"
"1","2","14","18:00:00",0.197352147458122,0.0460802161628344,"F:2-Z:14"
"1","2","14","19:00:00",0.0622043036432149,0.0185283556406001,"F:2-Z:14"
"1","2","14","20:00:00",0.0451831979654557,0.0109227539326699,"F:2-Z:14"
"1","2","14","21:00:00",0.0311490698288349,0.00465890326854757,"F:2-Z:14"
"1","2","14","22:00:00",0.0221924840133823,0.00657822123695577,"F:2-Z:14"
"1","2","14","23:00:00",0.918302084284134,0.219265149297632,"F:2-Z:14"
"1","2","15","00:00:00",0.129832255146673,0.019373935952031,"F:2-Z:15"
"1","2","15","01:00:00",0.13566474871243,0.0215444657372767,"F:2-Z:15"
"1","2","15","02:00:00",0.140332098383516,0.023254447713942,"F:2-Z:15"
"1","2","15","03:00:00",0.142012073301412,0.0281927110840796,"F:2-Z:15"
"1","2","15","04:00:00",0.162050988276631,0.0305392915098769,"F:2-Z:15"
"1","2","15","05:00:00",0.173660565521166,0.0309775607266416,"F:2-Z:15"
"1","2","15","06:00:00",0.177182781569169,0.0334971735643693,"F:2-Z:15"
"1","2","15","07:00:00",1.79640313409421,0.416886012830425,"F:2-Z:15"
"1","2","15","08:00:00",0.183598226611723,0.0261113993063923,"F:2-Z:15"
"1","2","15","09:00:00",0.155492517199036,0.020648999981818,"F:2-Z:15"
"1","2","15","10:00:00",0.898201567047105,0.223150285121479,"F:2-Z:15"
"1","2","15","11:00:00",0.0530014181257532,0.0118479785994616,"F:2-Z:15"
"1","2","15","12:00:00",1.79640313409421,0.365238234378421,"F:2-Z:15"
"1","2","15","13:00:00",1.79640313409421,0.422820799932583,"F:2-Z:15"
"1","2","15","14:00:00",0.0315172302779915,0.00823885209980346,"F:2-Z:15"
"1","2","15","15:00:00",3.59280626818842,0.768930444713922,"F:2-Z:15"
"1","2","15","16:00:00",0.155343487165995,0.017143072696938,"F:2-Z:15"
"1","2","15","17:00:00",4.49100783523552,1.01503073064965,"F:2-Z:15"
"1","2","15","18:00:00",0.0794429580911963,0.0182462359397579,"F:2-Z:15"
"1","2","15","19:00:00",0.0878674865090741,0.0155687021310991,"F:2-Z:15"
"1","2","15","20:00:00",0.0782271054006726,0.0139039372706135,"F:2-Z:15"
"1","2","15","21:00:00",0.0538938547018355,0.0120706999370012,"F:2-Z:15"
"1","2","15","22:00:00",0.055117402901016,0.0130226164474209,"F:2-Z:15"
"1","2","15","23:00:00",0.0450952756521149,0.00632283933319715,"F:2-Z:15"
"1","2","16","00:00:00",1.86668317692809,0.387520155835822,"F:2-Z:16"
"1","2","16","01:00:00",0.15074245613277,0.0277206742929044,"F:2-Z:16"
"1","2","16","02:00:00",0.158772696426339,0.029885035166567,"F:2-Z:16"
"1","2","16","03:00:00",0.2208116403094,0.0385185704833331,"F:2-Z:16"
